H_L0.1_weight,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L3_covariance,HH_L3_pcc,HH_L1_std,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_std,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_std,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L3_variance,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L1_pcc,HpHp_L0.1_radius,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,type,client_id
0.34684798,0.41440716,0.21380678,0.13891749,0.38159412,0.46982324,0.013765931,0.00014117805,0.34851477,0.4641461,0.037076008,0.0011694158,0.38961926,0.4486558,0.029100439,0.00081377843,0.43765217,0.46403483,5.71E-21,3.82E-21,0.24305536,9.21E-10,0.31504565,1.55E-05,6.11E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,3
0.41606757,0.35800266,0.0056082257,0.0001079732,0.38159412,0.46982324,0.000120305755,1.08E-08,0.34851477,0.4641461,0.00071705,4.37E-07,0.38961926,0.4486558,0.000734779,5.19E-07,0.43765217,0.46403483,3.88E-21,5.24E-21,0.29037574,9.27E-08,0.2560974,3.08E-05,0.00012131771,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,2
0.7615387,0.76327854,0.008077499,7.86E-05,0.38159412,0.46982324,0.00011465052,9.79E-09,0.34851477,0.4641461,0.00031437358,8.41E-08,0.38961926,0.4486558,0.0002785234,7.45E-08,0.43765217,0.46403483,8.22E-23,9.15E-23,0.7249501,1.85E-09,0.78802186,7.43E-06,2.92E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,1
0.0011008212,0.0016512859,0.019407358,0.036483552,0.38159412,0.46556947,0.006315203,3.04E-05,0.3485133,0.43076783,0.05169921,0.0023695314,0.389566,0.43358448,0.21263951,0.04695615,0.43849272,0.46847624,3.40E-17,3.40E-17,0.001089544,2.02E-17,0.0017695524,7.34E-10,1.53E-17,0.43570697,0.00033581787,0.44862598,0.0014237022,0.038178798,0.056381207,0.06729077,0.5818967,0.48176095,0,0
0.43505082,0.53067684,0.21346049,0.13151191,0.38159412,0.46982324,0.00032428678,7.83E-08,0.34851477,0.4641461,0.011071412,0.00010427712,0.38961926,0.4486558,0.013818515,0.00018349738,0.43765217,0.46403483,5.77E-22,1.00E-21,0.31594908,2.19E-11,0.41209167,8.39E-06,3.30E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,1
0.36434418,0.20192607,0.18370417,0.13425821,0.38159412,0.46982324,0.00035821606,9.56E-08,0.34851477,0.4641461,0.01501472,0.00019178628,0.38961926,0.4486558,0.019489795,0.0003650242,0.43765217,0.46403483,3.04E-21,3.01E-21,0.22637154,1.85E-05,0.13497613,9.69E-05,0.00038117246,0.43570697,1.97E-15,0.4486267,0.46762648,8.82E-08,0.3503546,7.53E-15,0.58125275,0.47003502,5,4
0.47470054,0.24342783,0.0057829274,0.000107324755,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266554,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3,0
0.43037522,0.60313195,0.21139087,0.13192381,0.38159412,0.46982324,0.019645285,0.00028752306,0.34851477,0.4641461,0.019500181,0.0003234896,0.38961926,0.4486558,0.01424347,0.00019495694,0.43765217,0.46403483,1.49E-21,2.10E-21,0.29706773,1.34E-20,0.46382412,8.77E-07,3.45E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.70970434,0.5490915,0.25030896,0.12742403,0.38159412,0.46982324,0.00035139846,9.20E-08,0.34851477,0.4641461,0.0074217,4.69E-05,0.38961926,0.4486558,0.0070629786,4.79E-05,0.43765217,0.46403483,1.24E-22,1.15E-22,0.5800281,3.61E-07,0.4880807,1.99E-05,7.82E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,1
0.7150718,0.4445366,0.242675,0.12219927,0.38159412,0.46982324,1.01E-06,7.59E-13,0.34851477,0.4641461,0.004050321,1.40E-05,0.38961926,0.4486558,0.006373244,3.90E-05,0.43765217,0.46403483,2.63E-22,1.86E-22,0.5750576,3.14E-06,0.3923925,3.06E-05,0.00012056449,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,3
0.0031655452,0.000847021,0.04457714,0.051901557,0.34078205,0.37336144,0.315758,0.26847076,0.30401585,0.36023822,0.31476495,0.31051707,0.34183538,0.34378174,0.28705275,0.2928883,0.4115852,0.43839732,1.54E-17,1.67E-17,0.0034101587,3.09E-17,0.0006700503,2.06E-07,7.96E-07,0.43570697,0.16930245,0.4486267,0.00015013485,0.4278232,0.1601084,0.1771858,0.58125275,0.47003502,0,4
0.36534166,0.39825925,0.18357357,0.13425589,0.38159412,0.46982324,0.00057197496,2.44E-07,0.34851477,0.4641461,0.013749043,0.00016081556,0.38961926,0.4486558,0.016898755,0.00027442048,0.43765217,0.46403483,1.14E-21,1.61E-21,0.22045791,9.06E-10,0.26598847,1.82E-05,7.15E-05,0.43570697,2.55E-15,0.4486267,0.9216846,9.77E-08,0.3503546,9.23E-15,0.58125275,0.47003502,5,1
0.00023053691,0.00036173098,0.011244631,0.00042423754,0.38159412,0.46982324,0,0,0.34851477,0.4641461,1.41E-09,1.68E-18,0.38961926,0.4486558,0,0,0.43765217,0.46403483,5.45E-15,1.23E-14,0.00013073736,1.38E-14,7.07E-05,3.80E-08,8.76E-12,0.43570697,1.81E-18,0.4486267,0.00024512724,1.72E-09,2.08E-17,2.84E-18,0.58125275,0.47003502,0,0
0.3089826,0.09620722,0.0054376344,0.00010797253,0.38159412,0.46982324,4.67E-07,1.63E-13,0.34851477,0.4641461,0.00024184016,4.98E-08,0.38961926,0.4486558,0.0003421122,1.12E-07,0.43765217,0.46403483,3.56E-21,3.16E-11,0.19608933,0.0003504051,0.06676695,0.00025916199,0.0010192472,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,2
0.25684476,0.3612885,1.51E-05,1.50E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826633,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,4
0.35258052,0.17300464,0.18280463,0.13423815,0.38159412,0.46982324,0.025403688,0.00048078346,0.34851477,0.4641461,0.023480719,0.0004690356,0.38961926,0.4486558,0.022016957,0.00046582377,0.43765217,0.46403483,1.06E-21,8.26E-20,0.21593167,4.52E-05,0.11509995,0.00012368763,0.00048651453,0.43570697,3.13E-15,0.4486267,0.3986861,9.77E-08,0.3503546,9.23E-15,0.58125275,0.47003502,5,0
0.22252776,0.312723,7.46E-05,3.71E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826632,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,3
0.7136603,0.6438312,0.24356976,0.12180859,0.38159412,0.46982324,0.015703797,0.00018372377,0.34851477,0.4641461,0.010646961,9.64E-05,0.38961926,0.4486558,0.0072440137,5.04E-05,0.43765217,0.46403483,6.88E-23,1.39E-22,0.58499086,4.13E-08,0.5704213,1.37E-05,5.39E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.2324006,0.31889534,7.31E-05,3.66E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826633,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,0
0.7182923,0.65172744,0.24326028,0.12194343,0.38159412,0.46982324,0.006001613,2.68E-05,0.34851477,0.4641461,0.009664663,7.95E-05,0.38961926,0.4486558,0.0071345083,4.89E-05,0.43765217,0.46403483,1.24E-22,1.34E-22,0.5838713,3.40E-08,0.5766801,1.33E-05,5.23E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,0
0.37215185,0.37648803,0.2122755,0.13917679,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266613,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,1,3
0.25547284,0.35847306,1.51E-05,1.48E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826632,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,0
0.3296234,0.3362009,0.18363178,0.13425548,0.38159412,0.46982324,0.0008871129,5.86E-07,0.34851477,0.4641461,0.016669042,0.00023637651,0.38961926,0.4486558,0.01789494,0.0003077284,0.43765217,0.46403483,1.94E-20,7.09E-21,0.20078407,5.85E-08,0.22462371,3.24E-05,0.00012731423,0.43570697,4.64E-16,0.4486267,0.7782994,1.42E-07,0.3503546,1.94E-14,0.58125275,0.47003502,5,3
0.45375693,0.57144964,0.21406423,0.13138524,0.38159412,0.46982324,0.0027730444,5.73E-06,0.34851477,0.4641461,0.013880247,0.00016389944,0.38961926,0.4486558,0.013398776,0.00017251914,0.43765217,0.46403483,4.70E-22,1.05E-21,0.33121303,2.74E-13,0.4449998,5.03E-06,1.98E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,2
0.35336092,0.37954816,0.21242367,0.13915287,0.38159412,0.46982324,0.05303709,0.0020956334,0.34851477,0.4641461,0.036361974,0.0011248067,0.38961926,0.4486558,0.028813235,0.0007977947,0.43765217,0.46403483,4.96E-21,3.71E-21,0.2416835,1.00E-08,0.28666872,2.17E-05,8.52E-05,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,3
0.44475842,0.50699556,0.21314472,0.1315772,0.38159412,0.46982324,0.0006237641,2.90E-07,0.34851477,0.4641461,0.011315034,0.00010891678,0.38961926,0.4486558,0.014090065,0.00019078009,0.43765217,0.46403483,1.98E-21,1.61E-21,0.31870762,3.52E-10,0.39312512,1.16E-05,4.57E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,3
0.2608458,0.36215243,1.54E-05,1.56E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826633,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,3
0.20933087,0.034686606,0.2251759,0.1285342,0.38159412,0.46982324,0.027020339,0.00054392323,0.34851477,0.4641461,0.028737176,0.00070254033,0.38961926,0.4486558,0.0281903,0.0007636713,0.43765217,0.46403483,7.81E-08,0.00014845669,0.15671913,0.0022619835,0.028437082,0.0007167146,0.002817419,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,0
0.719976,0.37431976,0.008018702,8.03E-05,0.38159412,0.46982324,5.15E-07,1.97E-13,0.34851477,0.4641461,0.00018888582,3.04E-08,0.38961926,0.4486558,0.00026986512,7.00E-08,0.43765217,0.46403483,2.51E-22,5.55E-22,0.6708831,9.35E-06,0.38356707,3.55E-05,0.0001397155,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,4
0.40094545,0.45261595,0.005912636,0.00010675337,0.38159412,0.46982324,0.00085514714,5.45E-07,0.34851477,0.4641461,0.0009930043,8.39E-07,0.38961926,0.4486558,0.0007844156,5.91E-07,0.43765217,0.46403483,1.16E-20,6.76E-20,0.24576524,1.83E-10,0.3418137,1.22E-05,4.80E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,1
0.0015646779,0.0017413651,0.035331003,0.083075106,0.38159412,0.46982324,3.87E-06,3.68E-07,0.34851477,0.4641461,0.007160476,0.00010528526,0.38962394,0.47375387,0.009997656,0.00015160588,0.4376752,0.49591145,1.16E-30,1.30E-21,0.00012312175,3.70E-17,0.0003617005,5.11E-09,5.23E-17,0.43570697,0.00011361099,0.4737231,0.001254015,0.009960001,0.02814908,0.00015157643,0.5812716,0.5015544,0,1
0.7553226,0.48925325,0.00707085,9.59E-05,0.38159412,0.46982324,3.00E-05,6.73E-10,0.34851477,0.4641461,0.00029852637,7.58E-08,0.38961926,0.4486558,0.000253606,6.18E-08,0.43765217,0.46403483,9.94E-23,1.21E-22,0.6287101,1.83E-06,0.4437398,2.59E-05,0.00010192437,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,3
0.77447146,0.8813054,0.0071254848,9.52E-05,0.38159412,0.46982324,7.48E-06,4.16E-11,0.34851477,0.4641461,0.00020330562,3.52E-08,0.38961926,0.4486558,0.00025079338,6.04E-08,0.43765217,0.46403483,4.10E-23,7.82E-23,0.67569745,1.03E-11,0.8054782,4.29E-06,1.69E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,0
0.3824989,0.3272938,0.0054767355,0.00010818216,0.38159412,0.46982324,1.09E-08,8.82E-17,0.34851477,0.4641461,0.00032077022,8.75E-08,0.38961926,0.4486558,0.000681565,4.46E-07,0.43765217,0.46403483,1.65E-21,3.19E-21,0.24237116,3.17E-07,0.22862627,3.84E-05,0.00015093917,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,0
0.4463905,0.6066322,0.21394788,0.13140959,0.38159412,0.46982324,3.93E-06,1.15E-11,0.34851477,0.4641461,0.007273943,4.50E-05,0.38961926,0.4486558,0.012396145,0.00014766594,0.43765217,0.46403483,3.51E-22,4.10E-22,0.32218957,3.14E-18,0.47211742,1.52E-06,5.97E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.0036462639,0.003639099,0.04792309,0.073270656,0.41769865,0.7319031,0.0666801,0.6046855,0.38462597,0.7249655,0.30100185,0.4956436,0.3809861,0.43317544,0.3399104,0.31406432,0.43016475,0.4579421,7.29E-17,7.36E-17,0.0022572123,3.96E-17,0.0028643738,3.28E-10,4.02E-17,0.713998,0.7587449,0.71584225,0.00037532853,0.06711959,0.44151393,0.7941592,0.666309,0.72643536,0,3
0.22292155,0.17559272,7.72E-05,4.07E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826629,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,4
0.7434309,0.5996428,0.0070762765,9.59E-05,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266554,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3,2
0.001080274,0.0015357013,0.008317146,0.00083725544,0.38159403,0.46776503,0.039358545,0.0011572286,0.3484907,0.43936622,0.041077483,0.0015696073,0.38994244,0.56656677,0.031864066,0.0012002344,0.4379169,0.5111431,4.23E-20,1.44E-18,0.0010323593,5.59E-18,0.0016297633,8.19E-10,6.22E-18,0.43570697,0.0004739401,0.444474,0.0014831304,0.00382311,0.039162178,0.0005252548,0.5812737,0.5131152,0,3
0.00095744804,0.0015463629,0.008060369,0.00083016953,0.38159412,0.46982324,0,1.44E-18,0.34851477,0.4641461,1.41E-09,1.89E-18,0.38961926,0.4486558,2.50E-06,1.29E-10,0.43765217,0.46403483,0,8.10E-27,3.01E-05,1.00E-19,0.00010869311,1.67E-08,1.63E-17,0.43570697,2.03E-18,0.4486267,0.00037683884,1.72E-09,0.017626109,3.42E-18,0.58125275,0.47003502,0,3
0.36465383,0.19669409,0.18414411,0.13426842,0.38159412,0.46982324,0.0007678291,4.39E-07,0.34851477,0.4641461,0.016220966,0.00022383936,0.38961926,0.4486558,0.019886224,0.0003800246,0.43765217,0.46403483,1.06E-21,1.71E-21,0.22868675,2.15E-05,0.13179807,0.00010088872,0.00039684656,0.43570697,2.09E-15,0.4486267,0.45660257,8.89E-08,0.3503546,7.65E-15,0.58125275,0.47003502,5,2
0.7412702,0.7145436,0.008069501,7.89E-05,0.38159412,0.46982324,1.88E-07,2.64E-14,0.34851477,0.4641461,0.0001678346,2.40E-08,0.38961926,0.4486558,0.00026174655,6.58E-08,0.43765217,0.46403483,2.32E-22,1.89E-22,0.7033464,7.92E-09,0.73649055,9.16E-06,3.60E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,4
0.71517336,0.73629785,0.25004327,0.12754557,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266613,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,1,2
0.4439247,0.6054259,0.21321413,0.13156177,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266506,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,4
0.23102039,0.23217915,7.55E-05,3.76E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826629,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,1
0.008895991,0.001650593,0.067932665,0.09401905,0.3747416,0.44908738,0.34451708,0.16572675,0.33358124,0.42078638,0.3449218,0.19894622,0.3662787,0.3869045,0.33131358,0.20965108,0.43951067,0.4660105,1.88E-17,2.70E-17,0.01069181,3.22E-17,0.0018462928,7.78E-10,9.07E-17,0.6086393,0.21161394,0.6151432,0.0002251977,0.4141764,0.21827014,0.22148407,0.721796,0.6298567,0,3
0.224369,0.31493664,7.15E-05,3.64E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826632,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,3
0.71686906,0.9953824,0.24414565,0.12155328,0.38159412,0.46982324,0.0012346017,1.14E-06,0.34851477,0.4641461,0.008587442,6.27E-05,0.38961926,0.4486558,0.0074132187,5.28E-05,0.43765217,0.46403483,5.46E-23,9.69E-23,0.5871794,1.42E-19,0.8839799,6.31E-07,2.48E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.71830845,0.833192,0.24428406,0.121492155,0.38159412,0.46982324,3.59E-05,9.59E-10,0.34851477,0.4641461,0.005811227,2.87E-05,0.38961926,0.4486558,0.0066378643,4.23E-05,0.43765217,0.46403483,8.24E-23,1.11E-22,0.59117204,4.19E-11,0.74034595,5.30E-06,2.09E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,0
0.26357037,0.2454266,1.70E-05,1.73E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826629,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,3
0.0011575102,0.0015780907,0.007990286,0.0008162156,0.38159412,0.46982324,0.014748318,0.00016450444,0.34851462,0.46356058,0.03769761,0.0013700016,0.38971794,0.4875907,0.031659007,0.0011979946,0.43790263,0.5084689,7.72E-18,7.87E-18,0.0011156503,1.36E-17,0.0016394338,8.26E-10,1.70E-17,0.43570697,0.0004605534,0.4486267,0.0013983506,0.0012290337,0.03885444,0.00053110084,0.5812511,0.4593945,0,3
0.008837977,0.0016715875,0.06674905,0.0932222,0.36905074,0.43301508,0.34567955,0.16918363,0.32924005,0.40909222,0.3462662,0.20010604,0.36362877,0.3803359,0.33427635,0.21181364,0.42646918,0.45229703,1.04E-17,1.33E-17,0.010582026,1.97E-17,0.0018056448,8.34E-10,1.18E-16,0.43570697,0.18728456,0.4486267,0.00015013537,0.44997284,0.16742434,0.19600758,0.58125275,0.47003502,0,3
0.0032062503,0.0035163714,0.04920114,0.07426247,0.38159412,0.46982324,0.089201026,0.005927829,0.34851477,0.4641461,0.081340834,0.005628599,0.38961926,0.4486558,0.07367769,0.0052166814,0.43764776,0.46267307,7.12E-17,8.76E-17,0.0004015504,1.67E-15,0.00022364898,1.22E-08,4.10E-15,0.43570697,0.00719834,0.4486267,0.00014998474,0.088060975,0.052864507,0.007507015,0.58125275,0.47003502,0,4
0.34646857,0.3978847,0.18378745,0.13426071,0.38159412,0.46982324,0.00013210185,1.30E-08,0.34851477,0.4641461,0.012233371,0.00012731376,0.38961926,0.4486558,0.016664755,0.0002668732,0.43765217,0.46403483,1.67E-21,5.40E-21,0.2111186,7.17E-10,0.2660441,1.77E-05,6.96E-05,0.43570697,3.13E-15,0.4486267,0.9218911,1.01E-07,0.3503546,9.84E-15,0.58125275,0.47003502,5,2
0.25810915,0.33328608,1.52E-05,1.48E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266304,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,1
0.22477883,0.30121547,7.44E-05,3.72E-06,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826631,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,2,2
0.45263728,0.40921843,0.21203926,0.13179795,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826648,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,1
0.7174547,0.9589579,0.24470744,0.12130291,0.38159412,0.46982324,0.0008096726,4.88E-07,0.34851477,0.4641461,0.00799194,5.43E-05,0.38961926,0.4486558,0.0069370773,4.62E-05,0.43765217,0.46403483,1.55E-22,2.25E-22,0.58658177,1.26E-15,0.8535818,1.62E-06,6.38E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.42927676,0.59434444,0.21440585,0.13131477,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.982665,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,0
0.0011670543,0.0017681661,0.043461353,0.12006779,0.38159412,0.4698233,0.02494312,0.00068255706,0.34851202,0.4623134,0.051157355,0.0023417044,0.38935706,0.3768073,0.38245308,0.1529105,0.44064394,0.46881446,5.80E-21,3.45E-18,0.0011304084,7.63E-18,0.001917527,6.39E-10,9.66E-18,0.43570697,0.00065053575,0.44731334,0.0013298817,0.06616462,0.1164897,0.2772754,0.5891988,0.51116043,0,4
0.7140259,0.54509026,0.24268878,0.12219348,0.38159412,0.46982324,0.00038078098,1.08E-07,0.34851477,0.4641461,0.007366978,4.62E-05,0.38961926,0.4486558,0.006999886,4.71E-05,0.43765217,0.46403483,3.08E-22,1.54E-22,0.5741061,4.42E-07,0.48118812,2.05E-05,8.08E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,2
0.0014216573,0.0015900967,0.0083797155,0.000880129,0.3815941,0.46356264,0.021680972,0.0003554943,0.3485029,0.43796274,0.03650663,0.0012648936,0.38955182,0.41919285,0.032744166,0.0012456353,0.43774393,0.4799117,2.38E-18,2.43E-18,0.0014267728,4.70E-18,0.0016804308,7.82E-10,5.94E-18,0.43570697,8.67E-05,0.4486267,0.0014086561,0.00063175877,0.039773487,0.0004626962,0.5812521,0.46184763,0,1
0.74773705,0.7579652,0.0070974217,9.56E-05,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826656,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,3,2
0.99134743,0.94601226,0.008197202,7.58E-05,0.38159412,0.46982324,2.24E-05,3.74E-10,0.34851477,0.4641461,0.0002025022,3.49E-08,0.38961926,0.4486558,0.00024690185,5.86E-08,0.43765217,0.46403483,2.26E-23,3.13E-23,0.9922193,1.07E-11,0.991992,3.63E-06,1.43E-05,0.43570697,0,0.4486267,0,0,0.009929078,0,0.58125275,0.47003502,3,1
0.7501807,0.92809486,0.24497923,0.12118076,0.38159412,0.46982324,1.12E-06,9.42E-13,0.34851477,0.4641461,0.003989825,1.35E-05,0.38961926,0.4486558,0.006385134,3.92E-05,0.43765217,0.46403483,1.13E-22,1.46E-22,0.62383574,7.45E-14,0.82701623,2.53E-06,9.97E-06,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,4
0.4355125,0.51781446,0.21287933,0.13163091,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.9826649,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,3
0.000843177,0.0016788802,0.033877745,0.082804225,0.38159412,0.46982324,6.47E-05,4.52E-07,0.34851477,0.46208894,0.024922075,0.0005768726,0.38967213,0.50131214,0.08244885,0.089000925,0.44150993,0.48757964,2.69E-17,2.68E-17,0.0008767438,1.62E-17,0.0014836176,4.56E-09,3.63E-14,0.43570697,1.60E-09,0.4486267,0.0012570346,0.040706806,0.066367485,0.083482176,0.5822401,0.4851732,0,1
0.70783126,0.98956424,0.24424343,0.12150976,0.38159412,0.46982324,0,0,0.34851477,0.4641461,0,0,0.38961926,0.4486558,0,0,0.43765217,0.46403483,0,0,0,0,0,0.98266506,0,0.43570697,0,0.4486267,0,0,2.08E-17,0,0.58125275,0.47003502,4,4
0.4329056,0.41228974,0.21258281,0.1316899,0.38159412,0.46982324,0.008532887,5.42E-05,0.34851477,0.4641461,0.018810377,0.00030100803,0.38961926,0.4486558,0.015146752,0.00022046828,0.43765217,0.46403483,1.31E-21,1.05E-21,0.30642286,6.73E-08,0.3188625,2.41E-05,9.49E-05,0.43570697,0,0.4486267,0,0,0.3503546,0,0.58125275,0.47003502,4,2
0.7140175,0.35911906,0.24967588,0.12771276,0.38159412,0.46982324,0.00055050425,2.26E-07,0.34851477,0.4641461,0.00773458,5.09E-05,0.38961926,0.4486558,0.007712805,5.72E-05,0.43765217,0.46403483,1.69E-22,1.17E-21,0.5786221,1.18E-05,0.318413,4.31E-05,0.00016971809,0.43570697,0,0.4486267,0,0,0.35886526,0,0.58125275,0.47003502,1,3
0.0042750724,0.002054243,0.097382225,0.30059534,0.21324223,0.37307388,0.9344478,0.85418177,0.14115705,0.35245088,0.88607776,0.8413006,0.29509887,0.39232793,0.59296966,0.37824547,0.50285053,0.50401366,2.75E-20,3.60E-19,0.004827938,2.57E-18,0.002295467,3.55E-09,1.21E-08,0.25132012,0.77585804,0.1060385,0.0024749532,0.91574365,0.3155973,0.8117989,0.53732365,0.20153266,0,4
